outing_id,number,title,notes,tags,text_overlay,duration,date,pitcher,hitter,inning,Away Score,Home Score,runners_on_base,outs,balls,strikes,pitch_result,pitch_type,velocity_mph,bip_type,bip_result,non_bip_result,top_or_bottom_letter,top_of_frame,inning_num,Away Team,Home Team,pitcherteam_score,pa_id,batting_order
1,768,"Guarino, C. VS Carter, X.",Butler University vs Georgetown University,,,00:00:05.6,,"Guarino, C.","Carter, X.",T5,6,4,-,0,0,0,Strike Taken,Fastball,79,"","",,T,1,5,Butler University,Georgetown University,4,1,1
1,769,"Guarino, C. VS Carter, X.",Butler University vs Georgetown University,,,00:00:05.6,,"Guarino, C.","Carter, X.",T5,6,4,-,0,0,1,Ball,Fastball,81,"","",,T,1,5,Butler University,Georgetown University,4,1,1
1,770,"Guarino, C. VS Carter, X.",Butler University vs Georgetown University,,,00:00:05.7,,"Guarino, C.","Carter, X.",T5,6,4,-,0,1,1,Ball,Fastball,79,"","",,T,1,5,Butler University,Georgetown University,4,1,1
1,771,"Guarino, C. VS Carter, X.",Butler University vs Georgetown University,,,00:00:05.9,,"Guarino, C.","Carter, X.",T5,6,4,-,0,2,1,Ball,Fastball,79,"","",,T,1,5,Butler University,Georgetown University,4,1,1
1,772,"Guarino, C. VS Carter, X.",Butler University vs Georgetown University,,,00:00:05.6,,"Guarino, C.","Carter, X.",T5,6,4,-,0,3,1,Ball,Fastball,79,"","",Walk,T,1,5,Butler University,Georgetown University,4,1,1
1,773,"Guarino, C. VS Jones, S.",Butler University vs Georgetown University,,,00:00:05.6,,"Guarino, C.","Jones, S.",T5,6,4,1B,0,0,0,Ball,Fastball,79,"","",,T,1,5,Butler University,Georgetown University,4,2,2
1,774,"Guarino, C. VS Jones, S.",Butler University vs Georgetown University,,,00:00:05.7,,"Guarino, C.","Jones, S.",T5,6,4,1B,0,1,0,Ball,Fastball,80,"","",,T,1,5,Butler University,Georgetown University,4,2,2
1,775,"Guarino, C. VS Jones, S.",Butler University vs Georgetown University,,,00:00:05.6,,"Guarino, C.","Jones, S.",T5,6,4,1B,0,2,0,Ball,Fastball,78,"","",,T,1,5,Butler University,Georgetown University,4,2,2
1,776,"Guarino, C. VS Jones, S.",Butler University vs Georgetown University,,,00:00:05.7,,"Guarino, C.","Jones, S.",T5,6,4,1B,0,3,0,Strike Taken,Fastball,79,"","",,T,1,5,Butler University,Georgetown University,4,2,2
1,777,"Guarino, C. VS Jones, S.",Butler University vs Georgetown University,,,00:00:05.7,,"Guarino, C.","Jones, S.",T5,6,4,1B,0,3,1,Ball,Fastball,79,"","",Walk,T,1,5,Butler University,Georgetown University,4,2,2
1,778,"Guarino, C. VS All, K.",Butler University vs Georgetown University,,,00:00:10.9,,"Guarino, C.","All, K.",T5,6,4,1B-2B,0,0,0,BIP,Cutter,75,Bunt Ground Ball,Sacrifice Bunt,,T,1,5,Butler University,Georgetown University,4,3,3
1,779,"Guarino, C. VS Gray, G.",Butler University vs Georgetown University,,,00:00:05.4,,"Guarino, C.","Gray, G.",T5,6,4,2B-3B,1,0,0,Ball,Curveball,65,"","",,T,1,5,Butler University,Georgetown University,4,4,4
1,780,"Guarino, C. VS Gray, G.",Butler University vs Georgetown University,,,00:00:05.9,,"Guarino, C.","Gray, G.",T5,6,4,2B-3B,1,1,0,Ball,Fastball,80,"","",,T,1,5,Butler University,Georgetown University,4,4,4
1,781,"Guarino, C. VS Gray, G.",Butler University vs Georgetown University,,,00:00:09.3,,"Guarino, C.","Gray, G.",T5,6,4,2B-3B,1,2,0,Foul,Fastball,79,"","",,T,1,5,Butler University,Georgetown University,4,4,4
1,782,"Guarino, C. VS Gray, G.",Butler University vs Georgetown University,,,00:00:06.6,,"Guarino, C.","Gray, G.",T5,6,4,2B-3B,1,2,1,Ball,Changeup,73,"","",Hit By Pitch,T,1,5,Butler University,Georgetown University,4,4,4
