outing_id,number,title,notes,tags,text_overlay,duration,date,pitcher,hitter,inning,Away Score,Home Score,runners_on_base,outs,balls,strikes,pitch_result,pitch_type,velocity_mph,bip_type,bip_result,non_bip_result,na,top_or_bottom_letter,top_of_frame,inning_num,gtown_score,pa_id
23,337,"Jensen, C. VS Hood, H.",University of Louisiana at Lafayette vs Stanford University,,,00:00:05.2,,"Jensen, C.","Hood, H.",T8,1,3,1B,2,0,1,Ball,Fastball,87,"","",,,T,1,8,3,4
23,338,"Jensen, C. VS Hood, H.",University of Louisiana at Lafayette vs Stanford University,,,00:00:06.8,,"Jensen, C.","Hood, H.",T8,1,3,1B,2,1,1,Foul Bunt,Slider,74,"","",,,T,1,8,3,4
23,339,"Jensen, C. VS Hood, H.",University of Louisiana at Lafayette vs Stanford University,,,00:00:05.2,,"Jensen, C.","Hood, H.",T8,1,3,1B,2,1,2,Ball,Fastball,84,"","",,,T,1,8,3,4
23,340,"Jensen, C. VS Hood, H.",University of Louisiana at Lafayette vs Stanford University,,,00:00:06.1,,"Jensen, C.","Hood, H.",T8,1,3,1B,2,2,2,Foul,Slider,76,"","",,,T,1,8,3,4
23,341,"Jensen, C. VS Hood, H.",University of Louisiana at Lafayette vs Stanford University,,,00:00:07.6,,"Jensen, C.","Hood, H.",T8,1,3,1B,2,2,2,Foul,Fastball,87,"","",,,T,1,8,3,4
23,342,"Jensen, C. VS Hood, H.",University of Louisiana at Lafayette vs Stanford University,,,00:00:09.9,,"Jensen, C.","Hood, H.",T8,1,3,1B,2,2,2,Foul,Fastball,88,"","",,,T,1,8,3,4
23,343,"Jensen, C. VS Hood, H.",University of Louisiana at Lafayette vs Stanford University,,,00:00:05.4,,"Jensen, C.","Hood, H.",T8,1,3,1B,2,2,2,Foul,Fastball,88,"","",,,T,1,8,3,4
23,344,"Jensen, C. VS Hood, H.",University of Louisiana at Lafayette vs Stanford University,,,00:00:08.1,,"Jensen, C.","Hood, H.",T8,1,3,1B,2,2,2,Ball,Fastball,87,"","",,,T,1,8,3,4
23,345,"Jensen, C. VS Hood, H.",University of Louisiana at Lafayette vs Stanford University,,,00:00:05.3,,"Jensen, C.","Hood, H.",T8,1,3,2B,2,3,2,Strike Taken,Slider,76,"","",Strikeout,,T,1,8,3,4
24,346,"Jensen, C. VS Jew, M.",Santa Clara University vs Stanford University,,,00:00:05.2,,"Jensen, C.","Jew, M.",T7,0,5, - ,0,0,0,Ball,Fastball,87,"","",,,T,1,7,5,1
