#,Title,Notes,Tags,Text Overlay,Duration,Date,Pitcher,Hitter,Inning,Score,Runners On Base,Outs,Count,Pitch Result,Pitch Type,Velocity (MPH),BIP Type,BIP Result,Non-BIP Result
425,"Bloss, J. VS Viera, M.",Georgetown University vs Seton Hall University,,,00:00:12.8,,"Bloss, J.","Viera, M.",B4,0-1,-,1,0-1,BIP,Slider,83,Fly Ball,Single,""
426,"Bloss, J. VS D'amico, P.",Georgetown University vs Seton Hall University,,,00:00:05.0,,"Bloss, J.","D'amico, P.",B4,0-1,1B,1,0-0,Ball,Curveball,77,"","",""
427,"Bloss, J. VS D'amico, P.",Georgetown University vs Seton Hall University,,,00:00:07.4,,"Bloss, J.","D'amico, P.",B4,0-1,1B,1,1-0,Ball,Fastball,90,"","",""
428,"Bloss, J. VS D'amico, P.",Georgetown University vs Seton Hall University,,,00:00:04.9,,"Bloss, J.","D'amico, P.",B4,0-1,2B,1,2-0,Ball,Slider,82,"","",""
429,"Bloss, J. VS D'amico, P.",Georgetown University vs Seton Hall University,,,00:00:04.5,,"Bloss, J.","D'amico, P.",B4,0-1,2B,1,3-0,Strike Taken,Fastball,91,"","",""
430,"Bloss, J. VS D'amico, P.",Georgetown University vs Seton Hall University,,,00:00:05.3,,"Bloss, J.","D'amico, P.",B4,0-1,-,1,3-1,Foul,Fastball,93,"","",""
431,"Bloss, J. VS D'amico, P.",Georgetown University vs Seton Hall University,,,00:00:09.5,,"Bloss, J.","D'amico, P.",B4,0-1,-,2,3-2,Ball,Slider,84,"","",Walk
432,"Bloss, J. VS Clyde, A.",Georgetown University vs Seton Hall University,,,00:00:04.3,,"Bloss, J.","Clyde, A.",B4,0-1,1B,2,0-0,Ball,Slider,82,"","",""
433,"Bloss, J. VS Clyde, A.",Georgetown University vs Seton Hall University,,,00:00:04.7,,"Bloss, J.","Clyde, A.",B4,0-1,1B,2,1-0,Foul,Fastball,94,"","",""
434,"Bloss, J. VS Clyde, A.",Georgetown University vs Seton Hall University,,,00:00:04.8,,"Bloss, J.","Clyde, A.",B4,0-1,1B,2,1-1,Ball,Curveball,74,"","",""
435,"Bloss, J. VS Clyde, A.",Georgetown University vs Seton Hall University,,,00:00:05.9,,"Bloss, J.","Clyde, A.",B4,0-1,1B,2,2-1,Strike Swinging,Slider,83,"","",""
436,"Bloss, J. VS Clyde, A.",Georgetown University vs Seton Hall University,,,00:00:04.6,,"Bloss, J.","Clyde, A.",B4,0-1,1B,2,2-2,Strike Taken,Fastball,94,"","",Strikeout
437,"Bloss, J. VS Hernandez, J.",Georgetown University vs Seton Hall University,,,00:00:04.8,,"Bloss, J.","Hernandez, J.",B5,0-1,-,0,0-0,Ball,Fastball,92,"","",""
438,"Bloss, J. VS Hernandez, J.",Georgetown University vs Seton Hall University,,,00:00:04.7,,"Bloss, J.","Hernandez, J.",B5,0-1,-,0,1-0,Strike Swinging,Slider,83,"","",""
439,"Bloss, J. VS Hernandez, J.",Georgetown University vs Seton Hall University,,,00:00:04.8,,"Bloss, J.","Hernandez, J.",B5,0-1,-,0,1-1,Strike Swinging,Curveball,76,"","",""
440,"Bloss, J. VS Hernandez, J.",Georgetown University vs Seton Hall University,,,00:00:09.3,,"Bloss, J.","Hernandez, J.",B5,0-1,-,0,1-2,BIP,Slider,81,Popup,Popout,""
441,"Bloss, J. VS Luders, J.",Georgetown University vs Seton Hall University,,,00:00:04.8,,"Bloss, J.","Luders, J.",B5,0-1,-,1,0-0,Ball,Fastball,93,"","",""
442,"Bloss, J. VS Luders, J.",Georgetown University vs Seton Hall University,,,00:00:04.6,,"Bloss, J.","Luders, J.",B5,0-1,-,1,1-0,Ball,Slider,84,"","",""
443,"Bloss, J. VS Luders, J.",Georgetown University vs Seton Hall University,,,00:00:05.0,,"Bloss, J.","Luders, J.",B5,0-1,-,1,2-0,Ball,Fastball,93,"","",""
444,"Bloss, J. VS Luders, J.",Georgetown University vs Seton Hall University,,,00:00:04.7,,"Bloss, J.","Luders, J.",B5,0-1,-,1,3-0,Strike Taken,Changeup,84,"","",""
445,"Bloss, J. VS Luders, J.",Georgetown University vs Seton Hall University,,,00:00:13.2,,"Bloss, J.","Luders, J.",B5,0-1,-,1,3-1,BIP,Fastball,94,Fly Ball,Single,""
446,"Bloss, J. VS Pokrovsky, S.",Georgetown University vs Seton Hall University,,,00:00:16.2,,"Bloss, J.","Pokrovsky, S.",B5,0-1,1B,1,0-0,BIP,Slider,81,Fly Ball,Double,""
447,"Bloss, J. VS Hack, D.",Georgetown University vs Seton Hall University,,,00:00:05.4,,"Bloss, J.","Hack, D.",B5,0-2,2B,1,0-0,Foul,Changeup,0,"","",""
448,"Bloss, J. VS Hack, D.",Georgetown University vs Seton Hall University,,,00:00:04.8,,"Bloss, J.","Hack, D.",B5,0-2,2B,1,0-1,Ball,Curveball,79,"","",""
449,"Bloss, J. VS Hack, D.",Georgetown University vs Seton Hall University,,,00:00:08.2,,"Bloss, J.","Hack, D.",B5,0-2,2B,1,1-1,Foul,Fastball,90,"","",""
450,"Bloss, J. VS Hack, D.",Georgetown University vs Seton Hall University,,,00:00:17.8,,"Bloss, J.","Hack, D.",B5,0-2,2B,1,1-2,BIP,Fastball,93,Line Drive,Double,""
451,"Bloss, J. VS Gale, W.",Georgetown University vs Seton Hall University,,,00:00:04.7,,"Bloss, J.","Gale, W.",B5,0-3,-,2,0-0,Strike Taken,Curveball,76,"","",""
452,"Bloss, J. VS Gale, W.",Georgetown University vs Seton Hall University,,,00:00:09.2,,"Bloss, J.","Gale, W.",B5,0-3,-,2,0-1,BIP,Curveball,71,Ground Ball,Groundout,""
453,"Bloss, J. VS Cooke, P.",Georgetown University vs Villanova University,,,00:00:05.8,,"Bloss, J.","Cooke, P.",B3,0-0,-,0,0-0,Foul,Fastball,91,"","",""
454,"Bloss, J. VS Cooke, P.",Georgetown University vs Villanova University,,,00:00:12.2,,"Bloss, J.","Cooke, P.",B3,0-0,-,0,0-1,BIP,Changeup,86,Ground Ball,Field Error,""
455,"Bloss, J. VS Hansen, A.",Georgetown University vs Villanova University,,,00:00:05.4,,"Bloss, J.","Hansen, A.",B3,0-0,1B,0,0-0,Strike Taken,Slider,81,"","",""
456,"Bloss, J. VS Hansen, A.",Georgetown University vs Villanova University,,,00:00:05.5,,"Bloss, J.","Hansen, A.",B3,0-0,1B,0,0-1,Strike Taken,Fastball,92,"","",""
457,"Bloss, J. VS Hansen, A.",Georgetown University vs Villanova University,,,00:00:06.3,,"Bloss, J.","Hansen, A.",B3,0-0,1B,0,0-2,Ball,Slider,82,"","",""
458,"Bloss, J. VS Hansen, A.",Georgetown University vs Villanova University,,,00:00:08.2,,"Bloss, J.","Hansen, A.",B3,0-0,1B,0,1-2,Foul,Slider,81,"","",""
459,"Bloss, J. VS Hansen, A.",Georgetown University vs Villanova University,,,00:00:06.9,,"Bloss, J.","Hansen, A.",B3,0-0,1B,0,1-2,Strike Swinging,Fastball,94,"","",Strikeout
460,"Bloss, J. VS O'reilly, J.",Georgetown University vs Villanova University,,,00:00:06.9,,"Bloss, J.","O'reilly, J.",B3,0-0,1B,1,0-0,Foul,Slider,82,"","",""
461,"Bloss, J. VS O'reilly, J.",Georgetown University vs Villanova University,,,00:00:05.4,,"Bloss, J.","O'reilly, J.",B3,0-0,1B,1,0-1,Ball,Curveball,75,"","",""
462,"Bloss, J. VS O'reilly, J.",Georgetown University vs Villanova University,,,00:00:05.4,,"Bloss, J.","O'reilly, J.",B3,0-0,1B,1,1-1,Strike Taken,Slider,81,"","",""
463,"Bloss, J. VS O'reilly, J.",Georgetown University vs Villanova University,,,00:00:10.7,,"Bloss, J.","O'reilly, J.",B3,0-0,1B,1,1-2,Strike Swinging,Slider,77,"","",Batter Interference
464,"Bloss, J. VS Larsen, C.",Georgetown University vs Villanova University,,,00:00:05.7,,"Bloss, J.","Larsen, C.",B4,1-0,-,0,0-0,Foul,Fastball,92,"","",""
465,"Bloss, J. VS Larsen, C.",Georgetown University vs Villanova University,,,00:00:05.2,,"Bloss, J.","Larsen, C.",B4,1-0,-,0,0-1,Ball,Slider,80,"","",""
466,"Bloss, J. VS Larsen, C.",Georgetown University vs Villanova University,,,00:00:05.6,,"Bloss, J.","Larsen, C.",B4,1-0,-,0,1-1,Strike Taken,Slider,81,"","",""
467,"Bloss, J. VS Larsen, C.",Georgetown University vs Villanova University,,,00:00:06.4,,"Bloss, J.","Larsen, C.",B4,1-0,-,0,1-2,Ball,Curveball,76,"","",""
468,"Bloss, J. VS Larsen, C.",Georgetown University vs Villanova University,,,00:00:10.3,,"Bloss, J.","Larsen, C.",B4,1-0,-,0,2-2,BIP,Fastball,94,Fly Ball,Flyout,""
469,"Bloss, J. VS Whooley, J.",Georgetown University vs Villanova University,,,00:00:05.6,,"Bloss, J.","Whooley, J.",B4,1-0,-,1,0-0,Strike Taken,Slider,81,"","",""
470,"Bloss, J. VS Whooley, J.",Georgetown University vs Villanova University,,,00:00:05.7,,"Bloss, J.","Whooley, J.",B4,1-0,-,1,0-1,Ball,Curveball,74,"","",""
471,"Bloss, J. VS Whooley, J.",Georgetown University vs Villanova University,,,00:00:05.7,,"Bloss, J.","Whooley, J.",B4,1-0,-,1,1-1,Foul,Fastball,93,"","",""
472,"Bloss, J. VS Whooley, J.",Georgetown University vs Villanova University,,,00:00:05.9,,"Bloss, J.","Whooley, J.",B4,1-0,-,1,1-2,Ball,Fastball,92,"","",""
473,"Bloss, J. VS Whooley, J.",Georgetown University vs Villanova University,,,00:00:06.1,,"Bloss, J.","Whooley, J.",B4,1-0,-,1,2-2,Ball,Slider,80,"","",""
474,"Bloss, J. VS Whooley, J.",Georgetown University vs Villanova University,,,00:00:06.2,,"Bloss, J.","Whooley, J.",B4,1-0,-,1,3-2,Foul,Fastball,93,"","",""
475,"Bloss, J. VS Whooley, J.",Georgetown University vs Villanova University,,,00:00:06.1,,"Bloss, J.","Whooley, J.",B4,1-0,-,1,3-2,Ball,Slider,83,"","",Walk
476,"Bloss, J. VS Solari, S.",Georgetown University vs Villanova University,,,00:00:07.2,,"Bloss, J.","Solari, S.",B4,1-0,1B,1,0-0,Ball,Slider,81,"","",""
477,"Bloss, J. VS Solari, S.",Georgetown University vs Villanova University,,,00:00:05.8,,"Bloss, J.","Solari, S.",B4,1-0,1B,1,1-0,Ball,Fastball,92,"","",""
478,"Bloss, J. VS Solari, S.",Georgetown University vs Villanova University,,,00:00:06.9,,"Bloss, J.","Solari, S.",B4,1-0,1B,1,2-0,Foul,Fastball,91,"","",""
479,"Bloss, J. VS Solari, S.",Georgetown University vs Villanova University,,,00:00:06.7,,"Bloss, J.","Solari, S.",B4,1-0,1B,1,2-1,Foul,Fastball,91,"","",""
480,"Bloss, J. VS Solari, S.",Georgetown University vs Villanova University,,,00:00:09.5,,"Bloss, J.","Solari, S.",B4,1-0,1B,1,2-2,Foul,Slider,80,"","",""
481,"Bloss, J. VS Solari, S.",Georgetown University vs Villanova University,,,00:00:06.3,,"Bloss, J.","Solari, S.",B4,1-0,1B,1,2-2,Ball,Fastball,93,"","",""
482,"Bloss, J. VS Solari, S.",Georgetown University vs Villanova University,,,00:00:07.5,,"Bloss, J.","Solari, S.",B4,1-0,1B,1,3-2,Ball,Fastball,92,"","",Walk
483,"Bloss, J. VS Grober, S.",Georgetown University vs Villanova University,,,00:00:06.0,,"Bloss, J.","Grober, S.",B4,1-0,1B-2B,1,0-0,Ball,Fastball,92,"","",""
484,"Bloss, J. VS Grober, S.",Georgetown University vs Villanova University,,,00:00:08.9,,"Bloss, J.","Grober, S.",B4,1-0,1B-2B,1,1-0,BIP,Fastball,92,Ground Ball,Grounded Into Double Play,""
485,"Bloss, J. VS Reiner, W.",Georgetown University vs Villanova University,,,00:00:05.8,,"Bloss, J.","Reiner, W.",B5,1-0,-,0,0-0,Ball,Curveball,0,"","",""
486,"Bloss, J. VS Reiner, W.",Georgetown University vs Villanova University,,,00:00:06.5,,"Bloss, J.","Reiner, W.",B5,1-0,-,0,1-0,Foul,Fastball,91,"","",""
487,"Bloss, J. VS Reiner, W.",Georgetown University vs Villanova University,,,00:00:11.8,,"Bloss, J.","Reiner, W.",B5,1-0,-,0,1-1,BIP,Fastball,0,Line Drive,Single,""
488,"Bloss, J. VS Whooley, M.",Georgetown University vs Villanova University,,,00:00:05.3,,"Bloss, J.","Whooley, M.",B5,1-0,1B,0,0-0,Strike Taken,Slider,80,"","",""
489,"Bloss, J. VS Whooley, M.",Georgetown University vs Villanova University,,,00:00:07.6,,"Bloss, J.","Whooley, M.",B5,1-0,1B,0,0-1,Foul,Slider,78,"","",""
490,"Bloss, J. VS Whooley, M.",Georgetown University vs Villanova University,,,00:00:05.7,,"Bloss, J.","Whooley, M.",B5,1-0,1B,0,0-2,Foul,Curveball,74,"","",""
491,"Bloss, J. VS Whooley, M.",Georgetown University vs Villanova University,,,00:00:10.5,,"Bloss, J.","Whooley, M.",B5,1-0,1B,0,0-2,Ball,Fastball,92,"","",""
492,"Bloss, J. VS Whooley, M.",Georgetown University vs Villanova University,,,00:00:06.4,,"Bloss, J.","Whooley, M.",B5,1-0,2B,0,1-2,Foul,Slider,79,"","",""
493,"Bloss, J. VS Whooley, M.",Georgetown University vs Villanova University,,,00:00:06.7,,"Bloss, J.","Whooley, M.",B5,1-0,2B,0,1-2,Foul,Slider,77,"","",""
494,"Bloss, J. VS Whooley, M.",Georgetown University vs Villanova University,,,00:00:06.2,,"Bloss, J.","Whooley, M.",B5,1-0,2B,0,1-2,Foul,Fastball,93,"","",""
495,"Bloss, J. VS Whooley, M.",Georgetown University vs Villanova University,,,00:00:05.9,,"Bloss, J.","Whooley, M.",B5,1-0,2B,0,1-2,Strike Taken,Slider,79,"","",Strikeout
496,"Bloss, J. VS Cooke, P.",Georgetown University vs Villanova University,,,00:00:06.2,,"Bloss, J.","Cooke, P.",B5,1-0,2B,1,0-0,Ball,Fastball,93,"","",""
497,"Bloss, J. VS Cooke, P.",Georgetown University vs Villanova University,,,00:00:09.3,,"Bloss, J.","Cooke, P.",B5,1-0,2B,1,1-0,Ball,Changeup,86,"","",""
498,"Bloss, J. VS Cooke, P.",Georgetown University vs Villanova University,,,00:00:05.8,,"Bloss, J.","Cooke, P.",B5,1-0,3B,1,2-0,Ball,Changeup,85,"","",""
499,"Bloss, J. VS Cooke, P.",Georgetown University vs Villanova University,,,00:00:05.7,,"Bloss, J.","Cooke, P.",B5,1-0,3B,1,3-0,Strike Taken,Fastball,90,"","",""
500,"Bloss, J. VS Cooke, P.",Georgetown University vs Villanova University,,,00:00:06.8,,"Bloss, J.","Cooke, P.",B5,1-0,3B,1,3-1,Ball,Changeup,86,"","",Walk
501,"Bloss, J. VS Hansen, A.",Georgetown University vs Villanova University,,,00:00:05.7,,"Bloss, J.","Hansen, A.",B5,1-0,1B-3B,1,0-0,Strike Swinging,Slider,79,"","",""
502,"Bloss, J. VS Hansen, A.",Georgetown University vs Villanova University,,,00:00:08.3,,"Bloss, J.","Hansen, A.",B5,1-0,1B-3B,1,0-1,Foul,Slider,76,"","",""
503,"Bloss, J. VS Hansen, A.",Georgetown University vs Villanova University,,,00:00:06.0,,"Bloss, J.","Hansen, A.",B5,1-0,1B-3B,1,0-2,Strike Swinging,Slider,81,"","",Strikeout
504,"Bloss, J. VS O'reilly, J.",Georgetown University vs Villanova University,,,00:00:11.6,,"Bloss, J.","O'reilly, J.",B5,1-0,1B-3B,2,0-0,Ball,Fastball,91,"","",""
505,"Bloss, J. VS O'reilly, J.",Georgetown University vs Villanova University,,,00:00:05.7,,"Bloss, J.","O'reilly, J.",B5,1-1,2B,2,1-0,Ball,Slider,80,"","",""
506,"Bloss, J. VS O'reilly, J.",Georgetown University vs Villanova University,,,00:00:06.9,,"Bloss, J.","O'reilly, J.",B5,1-1,2B,2,2-0,Strike Swinging,Fastball,91,"","",""
507,"Bloss, J. VS O'reilly, J.",Georgetown University vs Villanova University,,,00:00:06.1,,"Bloss, J.","O'reilly, J.",B5,1-1,2B,2,2-1,Foul,Slider,80,"","",""
508,"Bloss, J. VS O'reilly, J.",Georgetown University vs Villanova University,,,00:00:06.3,,"Bloss, J.","O'reilly, J.",B5,1-1,2B,2,2-2,Foul,Curveball,76,"","",""
509,"Bloss, J. VS O'reilly, J.",Georgetown University vs Villanova University,,,00:00:06.9,,"Bloss, J.","O'reilly, J.",B5,1-1,2B,2,2-2,Ball,Changeup,86,"","",""
510,"Bloss, J. VS O'reilly, J.",Georgetown University vs Villanova University,,,00:00:10.9,,"Bloss, J.","O'reilly, J.",B5,1-1,2B,2,3-2,BIP,Slider,82,Fly Ball,Flyout,""
511,"Bloss, J. VS Larsen, C.",Georgetown University vs Villanova University,,,00:00:05.3,,"Bloss, J.","Larsen, C.",B6,1-1,-,0,0-0,Ball,Slider,82,"","",""
512,"Bloss, J. VS Larsen, C.",Georgetown University vs Villanova University,,,00:00:15.1,,"Bloss, J.","Larsen, C.",B6,1-1,-,0,1-0,BIP,Fastball,90,Ground Ball,Single,""
513,"Bloss, J. VS Whooley, J.",Georgetown University vs Villanova University,,,00:00:05.3,,"Bloss, J.","Whooley, J.",B6,1-1,1B,0,0-0,Strike Taken,Slider,82,"","",""
514,"Bloss, J. VS Whooley, J.",Georgetown University vs Villanova University,,,00:00:11.7,,"Bloss, J.","Whooley, J.",B6,1-1,1B,0,0-1,BIP,Slider,80,Popup,Popout,""
515,"Bloss, J. VS Solari, S.",Georgetown University vs Villanova University,,,00:00:05.3,,"Bloss, J.","Solari, S.",B6,1-1,1B,1,0-0,Ball,Slider,81,"","",""
516,"Bloss, J. VS Solari, S.",Georgetown University vs Villanova University,,,00:00:05.7,,"Bloss, J.","Solari, S.",B6,1-1,1B,1,1-0,Strike Swinging,Slider,80,"","",""
517,"Bloss, J. VS Solari, S.",Georgetown University vs Villanova University,,,00:00:05.1,,"Bloss, J.","Solari, S.",B6,1-1,1B,1,1-1,Foul,Slider,81,"","",""
518,"Bloss, J. VS Solari, S.",Georgetown University vs Villanova University,,,00:00:05.4,,"Bloss, J.","Solari, S.",B6,1-1,1B,1,1-2,Ball,Slider,80,"","",""
519,"Bloss, J. VS Solari, S.",Georgetown University vs Villanova University,,,00:00:09.7,,"Bloss, J.","Solari, S.",B6,1-1,1B,1,2-2,Foul,Fastball,92,"","",""
520,"Bloss, J. VS Solari, S.",Georgetown University vs Villanova University,,,00:00:06.3,,"Bloss, J.","Solari, S.",B6,1-1,1B,1,2-2,Strike Taken,Slider,81,"","",Strikeout
521,"Bloss, J. VS Grober, S.",Georgetown University vs Villanova University,,,00:00:12.1,,"Bloss, J.","Grober, S.",B6,1-1,1B,2,0-0,BIP,Fastball,92,Line Drive,Single,""
522,"Bloss, J. VS Calero, K.",University of Dayton vs Georgetown University,,,00:00:05.6,,"Bloss, J.","Calero, K.",T1,0-0,-,0,0-0,Strike Swinging,Fastball,92,"","",""
523,"Bloss, J. VS Calero, K.",University of Dayton vs Georgetown University,,,00:00:05.6,,"Bloss, J.","Calero, K.",T1,0-0,-,0,0-1,Ball,Fastball,92,"","",""
524,"Bloss, J. VS Calero, K.",University of Dayton vs Georgetown University,,,00:00:05.7,,"Bloss, J.","Calero, K.",T1,0-0,-,0,1-1,Strike Swinging,Fastball,92,"","",""
525,"Bloss, J. VS Calero, K.",University of Dayton vs Georgetown University,,,00:00:06.2,,"Bloss, J.","Calero, K.",T1,0-0,-,0,1-2,Foul,Fastball,94,"","",""
526,"Bloss, J. VS Calero, K.",University of Dayton vs Georgetown University,,,00:00:05.0,,"Bloss, J.","Calero, K.",T1,0-0,-,0,1-2,Ball,Fastball,93,"","",""
527,"Bloss, J. VS Calero, K.",University of Dayton vs Georgetown University,,,00:00:10.3,,"Bloss, J.","Calero, K.",T1,0-0,-,0,2-2,Foul,Fastball,92,"","",""
528,"Bloss, J. VS Calero, K.",University of Dayton vs Georgetown University,,,00:00:06.9,,"Bloss, J.","Calero, K.",T1,0-0,-,0,2-2,Strike Swinging,Slider,80,"","",Strikeout
529,"Bloss, J. VS Tomaini, P.",University of Dayton vs Georgetown University,,,00:00:05.0,,"Bloss, J.","Tomaini, P.",T1,0-0,-,1,0-0,Strike Taken,Fastball,93,"","",""
530,"Bloss, J. VS Tomaini, P.",University of Dayton vs Georgetown University,,,00:00:11.8,,"Bloss, J.","Tomaini, P.",T1,0-0,-,1,0-1,BIP,Fastball,0,Ground Ball,Single,""
531,"Bloss, J. VS Pujols, M.",University of Dayton vs Georgetown University,,,00:00:05.1,,"Bloss, J.","Pujols, M.",T1,0-0,1B,1,0-0,Foul,Fastball,92,"","",""
532,"Bloss, J. VS Pujols, M.",University of Dayton vs Georgetown University,,,00:00:05.2,,"Bloss, J.","Pujols, M.",T1,0-0,1B,1,0-1,Ball,Curveball,72,"","",""
533,"Bloss, J. VS Pujols, M.",University of Dayton vs Georgetown University,,,00:00:09.9,,"Bloss, J.","Pujols, M.",T1,0-0,1B,1,1-1,Strike Taken,Curveball,71,"","",""
534,"Bloss, J. VS Pujols, M.",University of Dayton vs Georgetown University,,,00:00:06.6,,"Bloss, J.","Pujols, M.",T1,0-0,-,2,1-2,Ball,Changeup,85,"","",""
535,"Bloss, J. VS Pujols, M.",University of Dayton vs Georgetown University,,,00:00:06.9,,"Bloss, J.","Pujols, M.",T1,0-0,-,2,2-2,Ball,Curveball,74,"","",""
536,"Bloss, J. VS Pujols, M.",University of Dayton vs Georgetown University,,,00:00:05.9,,"Bloss, J.","Pujols, M.",T1,0-0,-,2,3-2,Ball,Fastball,93,"","",Hit By Pitch
537,"Bloss, J. VS Curtis, J.",University of Dayton vs Georgetown University,,,00:00:04.8,,"Bloss, J.","Curtis, J.",T1,0-0,1B,2,0-0,Foul,Fastball,91,"","",""
538,"Bloss, J. VS Curtis, J.",University of Dayton vs Georgetown University,,,00:00:04.9,,"Bloss, J.","Curtis, J.",T1,0-0,1B,2,0-1,Ball,Slider,79,"","",""
539,"Bloss, J. VS Curtis, J.",University of Dayton vs Georgetown University,,,00:00:06.9,,"Bloss, J.","Curtis, J.",T1,0-0,1B,2,1-1,Foul,Fastball,91,"","",""
540,"Bloss, J. VS Curtis, J.",University of Dayton vs Georgetown University,,,00:00:06.6,,"Bloss, J.","Curtis, J.",T1,0-0,1B,2,1-2,Ball,Fastball,92,"","",""
541,"Bloss, J. VS Curtis, J.",University of Dayton vs Georgetown University,,,00:00:06.8,,"Bloss, J.","Curtis, J.",T1,0-0,1B,2,2-2,Foul,Slider,80,"","",""
542,"Bloss, J. VS Curtis, J.",University of Dayton vs Georgetown University,,,00:00:06.9,,"Bloss, J.","Curtis, J.",T1,0-0,1B,2,2-2,Strike Swinging,Curveball,74,"","",Strikeout
543,"Bloss, J. VS Yamin iv, E.",University of Dayton vs Georgetown University,,,00:00:06.8,,"Bloss, J.","Yamin iv, E.",T2,0-0,-,0,0-0,Ball,Fastball,91,"","",""
544,"Bloss, J. VS Yamin iv, E.",University of Dayton vs Georgetown University,,,00:00:04.8,,"Bloss, J.","Yamin iv, E.",T2,0-0,-,0,1-0,Foul,Fastball,91,"","",""
545,"Bloss, J. VS Yamin iv, E.",University of Dayton vs Georgetown University,,,00:00:05.8,,"Bloss, J.","Yamin iv, E.",T2,0-0,-,0,1-1,Foul,Fastball,93,"","",""
546,"Bloss, J. VS Yamin iv, E.",University of Dayton vs Georgetown University,,,00:00:05.4,,"Bloss, J.","Yamin iv, E.",T2,0-0,-,0,1-2,Ball,Curveball,75,"","",""
547,"Bloss, J. VS Yamin iv, E.",University of Dayton vs Georgetown University,,,00:00:05.4,,"Bloss, J.","Yamin iv, E.",T2,0-0,-,0,2-2,Strike Taken,Fastball,94,"","",Strikeout
548,"Bloss, J. VS Castillo, C.",University of Dayton vs Georgetown University,,,00:00:05.7,,"Bloss, J.","Castillo, C.",T2,0-0,-,1,0-0,Strike Swinging,Fastball,92,"","",""
549,"Bloss, J. VS Castillo, C.",University of Dayton vs Georgetown University,,,00:00:04.9,,"Bloss, J.","Castillo, C.",T2,0-0,-,1,0-1,Ball,Fastball,92,"","",""
550,"Bloss, J. VS Castillo, C.",University of Dayton vs Georgetown University,,,00:00:05.1,,"Bloss, J.","Castillo, C.",T2,0-0,-,1,1-1,Ball,Fastball,91,"","",""
551,"Bloss, J. VS Castillo, C.",University of Dayton vs Georgetown University,,,00:00:10.8,,"Bloss, J.","Castillo, C.",T2,0-0,-,1,2-1,BIP,Fastball,92,Line Drive,Lineout,""
552,"Bloss, J. VS Watson, N.",University of Dayton vs Georgetown University,,,00:00:04.9,,"Bloss, J.","Watson, N.",T2,0-0,-,2,0-0,Strike Taken,Slider,81,"","",""
553,"Bloss, J. VS Watson, N.",University of Dayton vs Georgetown University,,,00:00:05.6,,"Bloss, J.","Watson, N.",T2,0-0,-,2,0-1,Strike Swinging,Slider,79,"","",""
554,"Bloss, J. VS Watson, N.",University of Dayton vs Georgetown University,,,00:00:06.9,,"Bloss, J.","Watson, N.",T2,0-0,-,2,0-2,Strike Swinging,Slider,78,"","",Strikeout
555,"Bloss, J. VS Dobie, M.",University of Dayton vs Georgetown University,,,00:00:05.2,,"Bloss, J.","Dobie, M.",T3,0-0,-,0,0-0,Ball,Fastball,90,"","",""
556,"Bloss, J. VS Dobie, M.",University of Dayton vs Georgetown University,,,00:00:04.8,,"Bloss, J.","Dobie, M.",T3,0-0,-,0,1-0,Ball,Fastball,90,"","",""
557,"Bloss, J. VS Dobie, M.",University of Dayton vs Georgetown University,,,00:00:04.9,,"Bloss, J.","Dobie, M.",T3,0-0,-,0,2-0,Ball,Fastball,91,"","",""
558,"Bloss, J. VS Dobie, M.",University of Dayton vs Georgetown University,,,00:00:06.4,,"Bloss, J.","Dobie, M.",T3,0-0,-,0,3-0,Ball,Fastball,91,"","",Walk
559,"Bloss, J. VS Pedanou, D.",University of Dayton vs Georgetown University,,,00:00:05.8,,"Bloss, J.","Pedanou, D.",T3,0-0,1B,0,0-0,Strike Taken,Slider,80,"","",""
560,"Bloss, J. VS Pedanou, D.",University of Dayton vs Georgetown University,,,00:00:04.7,,"Bloss, J.","Pedanou, D.",T3,0-0,1B,0,0-1,Ball,Curveball,76,"","",""
561,"Bloss, J. VS Pedanou, D.",University of Dayton vs Georgetown University,,,00:00:06.9,,"Bloss, J.","Pedanou, D.",T3,0-0,1B,0,1-1,Foul,Slider,78,"","",""
562,"Bloss, J. VS Pedanou, D.",University of Dayton vs Georgetown University,,,00:00:05.5,,"Bloss, J.","Pedanou, D.",T3,0-0,1B,0,1-2,Ball,Fastball,91,"","",""
563,"Bloss, J. VS Pedanou, D.",University of Dayton vs Georgetown University,,,00:00:06.9,,"Bloss, J.","Pedanou, D.",T3,0-0,1B,0,2-2,Strike Swinging,Slider,80,"","",Strikeout
564,"Bloss, J. VS Calero, K.",University of Dayton vs Georgetown University,,,00:00:05.3,,"Bloss, J.","Calero, K.",T3,0-0,1B,1,0-0,Ball,Slider,80,"","",""
565,"Bloss, J. VS Calero, K.",University of Dayton vs Georgetown University,,,00:00:10.3,,"Bloss, J.","Calero, K.",T3,0-0,1B,1,1-0,BIP,Fastball,90,Ground Ball,Groundout,""
566,"Bloss, J. VS Tomaini, P.",University of Dayton vs Georgetown University,,,00:00:05.3,,"Bloss, J.","Tomaini, P.",T3,0-0,2B,2,0-0,Foul,Curveball,74,"","",""
567,"Bloss, J. VS Tomaini, P.",University of Dayton vs Georgetown University,,,00:00:05.3,,"Bloss, J.","Tomaini, P.",T3,0-0,2B,2,0-1,Strike Taken,Changeup,83,"","",""
568,"Bloss, J. VS Tomaini, P.",University of Dayton vs Georgetown University,,,00:00:05.1,,"Bloss, J.","Tomaini, P.",T3,0-0,2B,2,0-2,Ball,Curveball,76,"","",""
