#,Title,Notes,Tags,Text Overlay,Duration,Date,Pitcher,Hitter,Inning,Score,Runners On Base,Outs,Count,Pitch Result,Pitch Type,Velocity (MPH),BIP Type,BIP Result,Non-BIP Result
141,"Bloss, J. VS Brienza, A.",St. John's University (NY) vs Georgetown University,,,00:00:06.8,,"Bloss, J.","Brienza, A.",T4,0-2,-,0,0-1,Foul,Fastball,94,"","",""
142,"Bloss, J. VS Brienza, A.",St. John's University (NY) vs Georgetown University,,,00:00:07.9,,"Bloss, J.","Brienza, A.",T4,0-2,-,0,0-2,Foul,Curveball,77,"","",""
143,"Bloss, J. VS Brienza, A.",St. John's University (NY) vs Georgetown University,,,00:00:05.6,,"Bloss, J.","Brienza, A.",T4,0-2,-,0,0-2,Strike Swinging,Curveball,78,"","",Strikeout
144,"Bloss, J. VS Glancy, D.",St. John's University (NY) vs Georgetown University,,,00:00:04.7,,"Bloss, J.","Glancy, D.",T4,0-2,-,1,0-0,Strike Taken,Curveball,78,"","",""
145,"Bloss, J. VS Glancy, D.",St. John's University (NY) vs Georgetown University,,,00:00:05.7,,"Bloss, J.","Glancy, D.",T4,0-2,-,1,0-1,Ball,Fastball,0,"","",""
146,"Bloss, J. VS Glancy, D.",St. John's University (NY) vs Georgetown University,,,00:00:05.6,,"Bloss, J.","Glancy, D.",T4,0-2,-,1,1-1,Foul,Fastball,0,"","",""
147,"Bloss, J. VS Glancy, D.",St. John's University (NY) vs Georgetown University,,,00:00:05.5,,"Bloss, J.","Glancy, D.",T4,0-2,-,1,1-2,Ball,Slider,84,"","",""
148,"Bloss, J. VS Glancy, D.",St. John's University (NY) vs Georgetown University,,,00:00:06.3,,"Bloss, J.","Glancy, D.",T4,0-2,-,1,2-2,Ball,Curveball,79,"","",""
149,"Bloss, J. VS Glancy, D.",St. John's University (NY) vs Georgetown University,,,00:00:05.2,,"Bloss, J.","Glancy, D.",T4,0-2,-,1,3-2,Foul,Fastball,93,"","",""
150,"Bloss, J. VS Glancy, D.",St. John's University (NY) vs Georgetown University,,,00:00:07.1,,"Bloss, J.","Glancy, D.",T4,0-2,-,1,3-2,Ball,Slider,84,"","",Walk
151,"Bloss, J. VS Ballestero, T.",St. John's University (NY) vs Georgetown University,,,00:00:05.8,,"Bloss, J.","Ballestero, T.",T4,0-2,1B,1,0-0,Ball,Fastball,93,"","",""
152,"Bloss, J. VS Ballestero, T.",St. John's University (NY) vs Georgetown University,,,00:00:04.9,,"Bloss, J.","Ballestero, T.",T4,0-2,1B,1,1-0,Strike Taken,Slider,83,"","",""
153,"Bloss, J. VS Ballestero, T.",St. John's University (NY) vs Georgetown University,,,00:00:06.9,,"Bloss, J.","Ballestero, T.",T4,0-2,1B,1,1-1,Ball,Changeup,86,"","",""
154,"Bloss, J. VS Ballestero, T.",St. John's University (NY) vs Georgetown University,,,00:00:05.4,,"Bloss, J.","Ballestero, T.",T4,0-2,1B,1,2-1,Strike Taken,Fastball,92,"","",""
155,"Bloss, J. VS Ballestero, T.",St. John's University (NY) vs Georgetown University,,,00:00:10.5,,"Bloss, J.","Ballestero, T.",T4,0-2,1B,1,2-2,BIP,Fastball,93,Ground Ball,Grounded Into Double Play,""
156,"Bloss, J. VS Mann, A.",St. John's University (NY) vs Georgetown University,,,00:00:08.3,,"Bloss, J.","Mann, A.",T5,0-2,-,0,0-0,BIP,Fastball,93,Line Drive,Lineout,""
157,"Bloss, J. VS Machado, A.",St. John's University (NY) vs Georgetown University,,,00:00:04.6,,"Bloss, J.","Machado, A.",T5,0-2,-,1,0-0,Ball,Fastball,93,"","",""
158,"Bloss, J. VS Machado, A.",St. John's University (NY) vs Georgetown University,,,00:00:04.9,,"Bloss, J.","Machado, A.",T5,0-2,-,1,1-0,Strike Taken,Fastball,91,"","",""
159,"Bloss, J. VS Machado, A.",St. John's University (NY) vs Georgetown University,,,00:00:06.1,,"Bloss, J.","Machado, A.",T5,0-2,-,1,1-1,Ball,Slider,83,"","",""
160,"Bloss, J. VS Machado, A.",St. John's University (NY) vs Georgetown University,,,00:00:09.4,,"Bloss, J.","Machado, A.",T5,0-2,-,1,2-1,BIP,Fastball,92,Fly Ball,Flyout,""
161,"Bloss, J. VS Keenan, J.",St. John's University (NY) vs Georgetown University,,,00:00:05.2,,"Bloss, J.","Keenan, J.",T5,0-2,-,2,0-0,Ball,Fastball,93,"","",""
162,"Bloss, J. VS Keenan, J.",St. John's University (NY) vs Georgetown University,,,00:00:05.1,,"Bloss, J.","Keenan, J.",T5,0-2,-,2,1-0,Ball,Fastball,93,"","",""
163,"Bloss, J. VS Keenan, J.",St. John's University (NY) vs Georgetown University,,,00:00:04.7,,"Bloss, J.","Keenan, J.",T5,0-2,-,2,2-0,Strike Taken,Slider,83,"","",""
164,"Bloss, J. VS Keenan, J.",St. John's University (NY) vs Georgetown University,,,00:00:05.5,,"Bloss, J.","Keenan, J.",T5,0-2,-,2,2-1,Strike Swinging,Fastball,92,"","",""
165,"Bloss, J. VS Keenan, J.",St. John's University (NY) vs Georgetown University,,,00:00:05.4,,"Bloss, J.","Keenan, J.",T5,0-2,-,2,2-2,Strike Swinging,Fastball,94,"","",Strikeout
166,"Bloss, J. VS Mayberry, B.",St. John's University (NY) vs Georgetown University,,,00:00:04.9,,"Bloss, J.","Mayberry, B.",T6,0-3,-,0,0-0,Foul,Fastball,92,"","",""
167,"Bloss, J. VS Mayberry, B.",St. John's University (NY) vs Georgetown University,,,00:00:08.4,,"Bloss, J.","Mayberry, B.",T6,0-3,-,0,0-1,BIP,Slider,85,Popup,Popout,""
168,"Bloss, J. VS Jeremiah, J.",St. John's University (NY) vs Georgetown University,,,00:00:05.4,,"Bloss, J.","Jeremiah, J.",T6,0-3,-,1,0-0,Foul,Fastball,91,"","",""
169,"Bloss, J. VS Jeremiah, J.",St. John's University (NY) vs Georgetown University,,,00:00:07.5,,"Bloss, J.","Jeremiah, J.",T6,0-3,-,1,0-1,Ball,Slider,85,"","",""
170,"Bloss, J. VS Jeremiah, J.",St. John's University (NY) vs Georgetown University,,,00:00:05.0,,"Bloss, J.","Jeremiah, J.",T6,0-3,-,1,1-1,Foul,Fastball,93,"","",""
171,"Bloss, J. VS Jeremiah, J.",St. John's University (NY) vs Georgetown University,,,00:00:05.3,,"Bloss, J.","Jeremiah, J.",T6,0-3,-,1,1-2,Ball,Fastball,93,"","",""
172,"Bloss, J. VS Jeremiah, J.",St. John's University (NY) vs Georgetown University,,,00:00:05.4,,"Bloss, J.","Jeremiah, J.",T6,0-3,-,1,2-2,Foul,Slider,83,"","",""
173,"Bloss, J. VS Jeremiah, J.",St. John's University (NY) vs Georgetown University,,,00:00:05.2,,"Bloss, J.","Jeremiah, J.",T6,0-3,-,1,2-2,Foul,Curveball,77,"","",""
174,"Bloss, J. VS Jeremiah, J.",St. John's University (NY) vs Georgetown University,,,00:00:05.4,,"Bloss, J.","Jeremiah, J.",T6,0-3,-,1,2-2,Strike Swinging,Fastball,93,"","",Strikeout
175,"Bloss, J. VS Tucker, J.",St. John's University (NY) vs Georgetown University,,,00:00:04.8,,"Bloss, J.","Tucker, J.",T6,0-3,-,2,0-0,Strike Taken,Curveball,75,"","",""
176,"Bloss, J. VS Tucker, J.",St. John's University (NY) vs Georgetown University,,,00:00:05.5,,"Bloss, J.","Tucker, J.",T6,0-3,-,2,0-1,Ball,Fastball,93,"","",""
177,"Bloss, J. VS Tucker, J.",St. John's University (NY) vs Georgetown University,,,00:00:04.9,,"Bloss, J.","Tucker, J.",T6,0-3,-,2,1-1,Strike Swinging,Fastball,93,"","",""
178,"Bloss, J. VS Tucker, J.",St. John's University (NY) vs Georgetown University,,,00:00:05.6,,"Bloss, J.","Tucker, J.",T6,0-3,-,2,1-2,Ball,Curveball,78,"","",""
179,"Bloss, J. VS Tucker, J.",St. John's University (NY) vs Georgetown University,,,00:00:04.9,,"Bloss, J.","Tucker, J.",T6,0-3,-,2,2-2,Foul,Fastball,92,"","",""
180,"Bloss, J. VS Tucker, J.",St. John's University (NY) vs Georgetown University,,,00:00:05.7,,"Bloss, J.","Tucker, J.",T6,0-3,-,2,2-2,Strike Swinging,Fastball,94,"","",Strikeout
181,"Bloss, J. VS Brienza, A.",St. John's University (NY) vs Georgetown University,,,00:00:04.7,,"Bloss, J.","Brienza, A.",T7,0-3,-,0,0-0,Strike Taken,Slider,82,"","",""
182,"Bloss, J. VS Brienza, A.",St. John's University (NY) vs Georgetown University,,,00:00:05.4,,"Bloss, J.","Brienza, A.",T7,0-3,-,0,0-1,Ball,Fastball,93,"","",""
183,"Bloss, J. VS Brienza, A.",St. John's University (NY) vs Georgetown University,,,00:00:06.5,,"Bloss, J.","Brienza, A.",T7,0-3,-,0,1-1,Strike Swinging,Slider,83,"","",""
184,"Bloss, J. VS Brienza, A.",St. John's University (NY) vs Georgetown University,,,00:00:10.4,,"Bloss, J.","Brienza, A.",T7,0-3,-,0,1-2,BIP,Fastball,92,Ground Ball,Single,""
185,"Bloss, J. VS Glancy, D.",St. John's University (NY) vs Georgetown University,,,00:00:04.9,,"Bloss, J.","Glancy, D.",T7,0-3,1B,0,0-0,Strike Taken,Curveball,75,"","",""
186,"Bloss, J. VS Glancy, D.",St. John's University (NY) vs Georgetown University,,,00:00:04.9,,"Bloss, J.","Glancy, D.",T7,0-3,1B,0,0-1,Ball,Curveball,75,"","",""
187,"Bloss, J. VS Glancy, D.",St. John's University (NY) vs Georgetown University,,,00:00:06.1,,"Bloss, J.","Glancy, D.",T7,0-3,1B,0,1-1,Strike Swinging,Fastball,92,"","",""
188,"Bloss, J. VS Glancy, D.",St. John's University (NY) vs Georgetown University,,,00:00:07.3,,"Bloss, J.","Glancy, D.",T7,0-3,1B,0,1-2,Ball,Slider,82,"","",""
189,"Bloss, J. VS Glancy, D.",St. John's University (NY) vs Georgetown University,,,00:00:06.7,,"Bloss, J.","Glancy, D.",T7,0-3,1B,0,2-2,Strike Swinging,Fastball,93,"","",Strikeout
190,"Bloss, J. VS Ballestero, T.",St. John's University (NY) vs Georgetown University,,,00:00:06.9,,"Bloss, J.","Ballestero, T.",T7,0-3,1B,1,0-0,Ball,Changeup,84,"","",""
191,"Bloss, J. VS Ballestero, T.",St. John's University (NY) vs Georgetown University,,,00:00:07.5,,"Bloss, J.","Ballestero, T.",T7,0-3,1B,1,1-0,Ball,Slider,82,"","",""
192,"Bloss, J. VS Ballestero, T.",St. John's University (NY) vs Georgetown University,,,00:00:06.1,,"Bloss, J.","Ballestero, T.",T7,0-3,1B,1,2-0,Strike Swinging,Fastball,92,"","",""
193,"Bloss, J. VS Ballestero, T.",St. John's University (NY) vs Georgetown University,,,00:00:11.5,,"Bloss, J.","Ballestero, T.",T7,0-3,1B,1,2-1,BIP,Fastball,91,Ground Ball,Fielder's Choice - Out,""
194,"Bloss, J. VS Mann, A.",St. John's University (NY) vs Georgetown University,,,00:00:04.6,,"Bloss, J.","Mann, A.",T7,0-3,1B,2,0-0,Foul,Slider,84,"","",""
195,"Bloss, J. VS Mann, A.",St. John's University (NY) vs Georgetown University,,,00:00:05.4,,"Bloss, J.","Mann, A.",T7,0-3,1B,2,0-1,Strike Swinging,Fastball,92,"","",""
196,"Bloss, J. VS Mann, A.",St. John's University (NY) vs Georgetown University,,,00:00:05.5,,"Bloss, J.","Mann, A.",T7,0-3,1B,2,0-2,Ball,Slider,84,"","",""
197,"Bloss, J. VS Mann, A.",St. John's University (NY) vs Georgetown University,,,00:00:05.6,,"Bloss, J.","Mann, A.",T7,0-3,1B,2,1-2,Foul,Fastball,93,"","",""
198,"Bloss, J. VS Mann, A.",St. John's University (NY) vs Georgetown University,,,00:00:08.9,,"Bloss, J.","Mann, A.",T7,0-3,1B,2,1-2,BIP,Fastball,94,Ground Ball,Fielder's Choice - Out,""
199,"Bloss, J. VS Smith, D.",Georgetown University vs University of Connecticut,,,00:00:05.6,,"Bloss, J.","Smith, D.",B1,0-0,-,0,0-0,Ball,Fastball,96,"","",""
200,"Bloss, J. VS Smith, D.",Georgetown University vs University of Connecticut,,,00:00:05.1,,"Bloss, J.","Smith, D.",B1,0-0,-,0,1-0,Ball,Fastball,94,"","",""
201,"Bloss, J. VS Smith, D.",Georgetown University vs University of Connecticut,,,00:00:07.1,,"Bloss, J.","Smith, D.",B1,0-0,-,0,2-0,Strike Taken,Fastball,94,"","",""
202,"Bloss, J. VS Smith, D.",Georgetown University vs University of Connecticut,,,00:00:07.1,,"Bloss, J.","Smith, D.",B1,0-0,-,0,2-1,Strike Taken,Fastball,96,"","",""
203,"Bloss, J. VS Smith, D.",Georgetown University vs University of Connecticut,,,00:00:06.5,,"Bloss, J.","Smith, D.",B1,0-0,-,0,2-2,Strike Swinging,Fastball,0,"","",Strikeout
204,"Bloss, J. VS Daniels, R.",Georgetown University vs University of Connecticut,,,00:00:05.9,,"Bloss, J.","Daniels, R.",B1,0-0,-,1,0-0,Strike Taken,Fastball,92,"","",""
205,"Bloss, J. VS Daniels, R.",Georgetown University vs University of Connecticut,,,00:00:04.9,,"Bloss, J.","Daniels, R.",B1,0-0,-,1,0-1,Ball,Curveball,0,"","",""
206,"Bloss, J. VS Daniels, R.",Georgetown University vs University of Connecticut,,,00:00:14.9,,"Bloss, J.","Daniels, R.",B1,0-0,-,1,1-1,BIP,Fastball,88,Bunt Ground Ball,Single,""
207,"Bloss, J. VS Freeberger, D.",Georgetown University vs University of Connecticut,,,00:00:05.7,,"Bloss, J.","Freeberger, D.",B1,0-0,2B,1,0-0,Foul,Fastball,0,"","",""
208,"Bloss, J. VS Freeberger, D.",Georgetown University vs University of Connecticut,,,00:00:05.7,,"Bloss, J.","Freeberger, D.",B1,0-0,2B,1,0-1,Foul,Slider,81,"","",""
209,"Bloss, J. VS Freeberger, D.",Georgetown University vs University of Connecticut,,,00:00:05.2,,"Bloss, J.","Freeberger, D.",B1,0-0,2B,1,0-2,Ball,Fastball,94,"","",""
210,"Bloss, J. VS Freeberger, D.",Georgetown University vs University of Connecticut,,,00:00:05.4,,"Bloss, J.","Freeberger, D.",B1,0-0,2B,1,1-2,Strike Taken,Curveball,77,"","",Strikeout
211,"Bloss, J. VS Studley, J.",Georgetown University vs University of Connecticut,,,00:00:12.8,,"Bloss, J.","Studley, J.",B1,0-0,2B,2,0-0,BIP,Fastball,92,Ground Ball,Single,""
212,"Bloss, J. VS Broadhurst, L.",Georgetown University vs University of Connecticut,,,00:00:05.4,,"Bloss, J.","Broadhurst, L.",B1,0-1,1B,2,0-0,Foul,Fastball,90,"","",""
213,"Bloss, J. VS Broadhurst, L.",Georgetown University vs University of Connecticut,,,00:00:05.7,,"Bloss, J.","Broadhurst, L.",B1,0-1,1B,2,0-1,Strike Taken,Curveball,76,"","",""
214,"Bloss, J. VS Broadhurst, L.",Georgetown University vs University of Connecticut,,,00:00:05.6,,"Bloss, J.","Broadhurst, L.",B1,0-1,1B,2,0-2,Foul,Curveball,77,"","",""
215,"Bloss, J. VS Broadhurst, L.",Georgetown University vs University of Connecticut,,,00:00:04.9,,"Bloss, J.","Broadhurst, L.",B1,0-1,1B,2,0-2,Ball,Fastball,93,"","",""
216,"Bloss, J. VS Broadhurst, L.",Georgetown University vs University of Connecticut,,,00:00:07.8,,"Bloss, J.","Broadhurst, L.",B1,0-1,1B,2,1-2,Ball,Curveball,77,"","",""
217,"Bloss, J. VS Broadhurst, L.",Georgetown University vs University of Connecticut,,,00:00:07.5,,"Bloss, J.","Broadhurst, L.",B1,0-1,2B,2,2-2,Strike Swinging,Slider,84,"","",Strikeout
218,"Bloss, J. VS Morton, K.",Georgetown University vs University of Connecticut,,,00:00:07.3,,"Bloss, J.","Morton, K.",B2,3-1,-,0,0-0,Strike Swinging,Fastball,93,"","",""
219,"Bloss, J. VS Morton, K.",Georgetown University vs University of Connecticut,,,00:00:06.4,,"Bloss, J.","Morton, K.",B2,3-1,-,0,0-1,Foul,Fastball,93,"","",""
220,"Bloss, J. VS Morton, K.",Georgetown University vs University of Connecticut,,,00:00:06.5,,"Bloss, J.","Morton, K.",B2,3-1,-,0,0-2,Ball,Curveball,76,"","",Hit By Pitch
221,"Bloss, J. VS Dalena, M.",Georgetown University vs University of Connecticut,,,00:00:06.5,,"Bloss, J.","Dalena, M.",B2,3-1,1B,0,0-0,Foul,Fastball,92,"","",""
222,"Bloss, J. VS Dalena, M.",Georgetown University vs University of Connecticut,,,00:00:07.8,,"Bloss, J.","Dalena, M.",B2,3-1,1B,0,0-1,Ball,Curveball,76,"","",""
223,"Bloss, J. VS Dalena, M.",Georgetown University vs University of Connecticut,,,00:00:04.9,,"Bloss, J.","Dalena, M.",B2,3-1,-,1,1-1,Ball,Fastball,94,"","",""
224,"Bloss, J. VS Dalena, M.",Georgetown University vs University of Connecticut,,,00:00:06.6,,"Bloss, J.","Dalena, M.",B2,3-1,-,1,2-1,Foul,Fastball,93,"","",""
225,"Bloss, J. VS Dalena, M.",Georgetown University vs University of Connecticut,,,00:00:05.6,,"Bloss, J.","Dalena, M.",B2,3-1,-,1,2-2,Ball,Slider,84,"","",""
226,"Bloss, J. VS Dalena, M.",Georgetown University vs University of Connecticut,,,00:00:07.0,,"Bloss, J.","Dalena, M.",B2,3-1,-,1,3-2,Foul,Fastball,93,"","",""
227,"Bloss, J. VS Dalena, M.",Georgetown University vs University of Connecticut,,,00:00:10.5,,"Bloss, J.","Dalena, M.",B2,3-1,-,1,3-2,BIP,Fastball,93,Ground Ball,Single,""
228,"Bloss, J. VS Garbowski, M.",Georgetown University vs University of Connecticut,,,00:00:07.4,,"Bloss, J.","Garbowski, M.",B2,3-1,1B,1,0-0,Strike Taken,Fastball,92,"","",""
229,"Bloss, J. VS Garbowski, M.",Georgetown University vs University of Connecticut,,,00:00:09.6,,"Bloss, J.","Garbowski, M.",B2,3-1,1B,1,0-1,BIP,Changeup,88,Ground Ball,Grounded Into Double Play,""
230,"Bloss, J. VS Padilla, B.",Georgetown University vs University of Connecticut,,,00:00:05.7,,"Bloss, J.","Padilla, B.",B3,3-1,-,0,0-0,Ball,Fastball,93,"","",""
231,"Bloss, J. VS Padilla, B.",Georgetown University vs University of Connecticut,,,00:00:06.1,,"Bloss, J.","Padilla, B.",B3,3-1,-,0,1-0,Strike Swinging,Fastball,92,"","",""
232,"Bloss, J. VS Padilla, B.",Georgetown University vs University of Connecticut,,,00:00:06.5,,"Bloss, J.","Padilla, B.",B3,3-1,-,0,1-1,Ball,Fastball,93,"","",""
233,"Bloss, J. VS Padilla, B.",Georgetown University vs University of Connecticut,,,00:00:06.6,,"Bloss, J.","Padilla, B.",B3,3-1,-,0,2-1,Foul,Fastball,92,"","",""
234,"Bloss, J. VS Padilla, B.",Georgetown University vs University of Connecticut,,,00:00:10.1,,"Bloss, J.","Padilla, B.",B3,3-1,-,0,2-2,BIP,Slider,84,Fly Ball,Flyout,""
235,"Bloss, J. VS Smith, D.",Georgetown University vs University of Connecticut,,,00:00:05.5,,"Bloss, J.","Smith, D.",B3,3-1,-,1,0-0,Ball,Fastball,93,"","",""
236,"Bloss, J. VS Smith, D.",Georgetown University vs University of Connecticut,,,00:00:06.5,,"Bloss, J.","Smith, D.",B3,3-1,-,1,1-0,Strike Swinging,Slider,84,"","",""
237,"Bloss, J. VS Smith, D.",Georgetown University vs University of Connecticut,,,00:00:06.9,,"Bloss, J.","Smith, D.",B3,3-1,-,1,1-1,Ball,Fastball,90,"","",""
238,"Bloss, J. VS Smith, D.",Georgetown University vs University of Connecticut,,,00:00:06.1,,"Bloss, J.","Smith, D.",B3,3-1,-,1,2-1,Ball,Fastball,93,"","",""
239,"Bloss, J. VS Smith, D.",Georgetown University vs University of Connecticut,,,00:00:09.0,,"Bloss, J.","Smith, D.",B3,3-1,-,1,3-1,BIP,Fastball,92,Ground Ball,Groundout,""
240,"Bloss, J. VS Daniels, R.",Georgetown University vs University of Connecticut,,,00:00:05.8,,"Bloss, J.","Daniels, R.",B3,3-1,-,2,0-0,Ball,Fastball,95,"","",""
241,"Bloss, J. VS Daniels, R.",Georgetown University vs University of Connecticut,,,00:00:08.4,,"Bloss, J.","Daniels, R.",B3,3-1,-,2,1-0,Ball,Slider,84,"","",""
242,"Bloss, J. VS Daniels, R.",Georgetown University vs University of Connecticut,,,00:00:06.6,,"Bloss, J.","Daniels, R.",B3,3-1,-,2,2-0,Ball,Slider,85,"","",""
243,"Bloss, J. VS Daniels, R.",Georgetown University vs University of Connecticut,,,00:00:07.0,,"Bloss, J.","Daniels, R.",B3,3-1,-,2,3-0,Strike Taken,Fastball,93,"","",""
244,"Bloss, J. VS Daniels, R.",Georgetown University vs University of Connecticut,,,00:00:05.9,,"Bloss, J.","Daniels, R.",B3,3-1,-,2,3-1,Ball,Fastball,94,"","",Walk
245,"Bloss, J. VS Freeberger, D.",Georgetown University vs University of Connecticut,,,00:00:10.5,,"Bloss, J.","Freeberger, D.",B3,3-1,1B,2,0-0,Ball,Slider,84,"","",""
246,"Bloss, J. VS Freeberger, D.",Georgetown University vs University of Connecticut,,,00:00:04.9,,"Bloss, J.","Freeberger, D.",B3,3-1,2B,2,1-0,Ball,Curveball,73,"","",""
247,"Bloss, J. VS Freeberger, D.",Georgetown University vs University of Connecticut,,,00:00:06.8,,"Bloss, J.","Freeberger, D.",B3,3-1,2B,2,2-0,Foul,Slider,82,"","",""
248,"Bloss, J. VS Freeberger, D.",Georgetown University vs University of Connecticut,,,00:00:04.9,,"Bloss, J.","Freeberger, D.",B3,3-1,2B,2,2-1,Ball,Fastball,93,"","",""
249,"Bloss, J. VS Freeberger, D.",Georgetown University vs University of Connecticut,,,00:00:08.5,,"Bloss, J.","Freeberger, D.",B3,3-1,2B,2,3-1,BIP,Fastball,94,Fly Ball,Flyout,""
250,"Bloss, J. VS Studley, J.",Georgetown University vs University of Connecticut,,,00:00:05.9,,"Bloss, J.","Studley, J.",B4,5-1,-,0,0-0,Strike Swinging,Fastball,94,"","",""
251,"Bloss, J. VS Studley, J.",Georgetown University vs University of Connecticut,,,00:00:07.1,,"Bloss, J.","Studley, J.",B4,5-1,-,0,0-1,Strike Taken,Curveball,77,"","",""
252,"Bloss, J. VS Studley, J.",Georgetown University vs University of Connecticut,,,00:00:06.8,,"Bloss, J.","Studley, J.",B4,5-1,-,0,0-2,Strike Swinging,Fastball,95,"","",Strikeout
253,"Bloss, J. VS Broadhurst, L.",Georgetown University vs University of Connecticut,,,00:00:05.8,,"Bloss, J.","Broadhurst, L.",B4,5-1,-,1,0-0,Ball,Fastball,95,"","",""
254,"Bloss, J. VS Broadhurst, L.",Georgetown University vs University of Connecticut,,,00:00:11.4,,"Bloss, J.","Broadhurst, L.",B4,5-1,-,1,1-0,BIP,Fastball,95,Fly Ball,Flyout,""
255,"Bloss, J. VS Morton, K.",Georgetown University vs University of Connecticut,,,00:00:06.3,,"Bloss, J.","Morton, K.",B4,5-1,-,2,0-0,Foul,Fastball,95,"","",""
256,"Bloss, J. VS Morton, K.",Georgetown University vs University of Connecticut,,,00:00:05.9,,"Bloss, J.","Morton, K.",B4,5-1,-,2,0-1,Ball,Slider,84,"","",""
257,"Bloss, J. VS Morton, K.",Georgetown University vs University of Connecticut,,,00:00:11.0,,"Bloss, J.","Morton, K.",B4,5-1,-,2,1-1,BIP,Curveball,76,Line Drive,Single,""
258,"Bloss, J. VS Dalena, M.",Georgetown University vs University of Connecticut,,,00:00:06.7,,"Bloss, J.","Dalena, M.",B4,5-1,1B,2,0-0,Foul,Slider,83,"","",""
259,"Bloss, J. VS Dalena, M.",Georgetown University vs University of Connecticut,,,00:00:06.8,,"Bloss, J.","Dalena, M.",B4,5-1,1B,2,0-1,Foul,Changeup,87,"","",""
260,"Bloss, J. VS Dalena, M.",Georgetown University vs University of Connecticut,,,00:00:06.7,,"Bloss, J.","Dalena, M.",B4,5-1,1B,2,0-2,Foul,Fastball,94,"","",""
261,"Bloss, J. VS Dalena, M.",Georgetown University vs University of Connecticut,,,00:00:07.3,,"Bloss, J.","Dalena, M.",B4,5-1,1B,2,0-2,Ball,Changeup,88,"","",""
262,"Bloss, J. VS Dalena, M.",Georgetown University vs University of Connecticut,,,00:00:09.8,,"Bloss, J.","Dalena, M.",B4,5-1,1B,2,1-2,Ball,Curveball,78,"","",""
263,"Bloss, J. VS Dalena, M.",Georgetown University vs University of Connecticut,,,00:00:07.3,,"Bloss, J.","Dalena, M.",B4,5-1,2B,2,2-2,Strike Taken,Fastball,93,"","",Strikeout
264,"Bloss, J. VS Garbowski, M.",Georgetown University vs University of Connecticut,,,00:00:05.7,,"Bloss, J.","Garbowski, M.",B5,5-1,-,0,0-0,Ball,Fastball,94,"","",""
265,"Bloss, J. VS Garbowski, M.",Georgetown University vs University of Connecticut,,,00:00:06.5,,"Bloss, J.","Garbowski, M.",B5,5-1,-,0,1-0,Foul,Fastball,92,"","",""
266,"Bloss, J. VS Garbowski, M.",Georgetown University vs University of Connecticut,,,00:00:04.8,,"Bloss, J.","Garbowski, M.",B5,5-1,-,0,1-1,Ball,Changeup,88,"","",""
267,"Bloss, J. VS Garbowski, M.",Georgetown University vs University of Connecticut,,,00:00:07.2,,"Bloss, J.","Garbowski, M.",B5,5-1,-,0,2-1,Strike Taken,Fastball,92,"","",""
268,"Bloss, J. VS Garbowski, M.",Georgetown University vs University of Connecticut,,,00:00:06.2,,"Bloss, J.","Garbowski, M.",B5,5-1,-,0,2-2,Ball,Curveball,74,"","",""
269,"Bloss, J. VS Garbowski, M.",Georgetown University vs University of Connecticut,,,00:00:09.9,,"Bloss, J.","Garbowski, M.",B5,5-1,-,0,3-2,BIP,Fastball,92,Line Drive,Single,""
270,"Bloss, J. VS Padilla, B.",Georgetown University vs University of Connecticut,,,00:00:07.4,,"Bloss, J.","Padilla, B.",B5,5-1,1B,0,0-0,Strike Taken,Fastball,91,"","",""
271,"Bloss, J. VS Padilla, B.",Georgetown University vs University of Connecticut,,,00:00:06.3,,"Bloss, J.","Padilla, B.",B5,5-1,1B,0,0-1,Foul,Slider,81,"","",""
272,"Bloss, J. VS Padilla, B.",Georgetown University vs University of Connecticut,,,00:00:07.2,,"Bloss, J.","Padilla, B.",B5,5-1,1B,0,0-2,Ball,Slider,83,"","",""
273,"Bloss, J. VS Padilla, B.",Georgetown University vs University of Connecticut,,,00:00:05.7,,"Bloss, J.","Padilla, B.",B5,5-1,1B,0,1-2,Foul,Fastball,93,"","",""
274,"Bloss, J. VS Padilla, B.",Georgetown University vs University of Connecticut,,,00:00:06.1,,"Bloss, J.","Padilla, B.",B5,5-1,-,1,1-2,Ball,Slider,85,"","",""
275,"Bloss, J. VS Padilla, B.",Georgetown University vs University of Connecticut,,,00:00:11.3,,"Bloss, J.","Padilla, B.",B5,5-1,-,1,2-2,BIP,Fastball,94,Fly Ball,Flyout,""
276,"Bloss, J. VS Smith, D.",Georgetown University vs University of Connecticut,,,00:00:07.0,,"Bloss, J.","Smith, D.",B5,5-1,-,2,0-0,Strike Taken,Slider,83,"","",""
277,"Bloss, J. VS Smith, D.",Georgetown University vs University of Connecticut,,,00:00:07.2,,"Bloss, J.","Smith, D.",B5,5-1,-,2,0-1,Foul,Changeup,88,"","",""
278,"Bloss, J. VS Smith, D.",Georgetown University vs University of Connecticut,,,00:00:05.1,,"Bloss, J.","Smith, D.",B5,5-1,-,2,0-2,Ball,Slider,86,"","",""
279,"Bloss, J. VS Smith, D.",Georgetown University vs University of Connecticut,,,00:00:06.6,,"Bloss, J.","Smith, D.",B5,5-1,-,2,1-2,Foul,Fastball,94,"","",""
280,"Bloss, J. VS Smith, D.",Georgetown University vs University of Connecticut,,,00:00:10.8,,"Bloss, J.","Smith, D.",B5,5-1,-,2,1-2,BIP,Slider,83,Ground Ball,Single,""
